target,bit_index,bit,count0,count1,mean_if_0,mean_if_1,contribution_if_0,contribution_if_1,effect_1_minus_0,abs_effect,global_mean
qed,22,bit_22,12354,17646,0.6026445746419542,0.6502017340962422,-0.02797312119101214,0.019584038263275816,0.047557159454287956,0.047557159454287956,0.6306176958329663
qed,23,bit_23,6238,23762,0.7030851761021505,0.6115935336446333,0.07246748026918415,-0.019024162188333027,-0.09149164245751717,0.09149164245751717,0.6306176958329663
qed,24,bit_24,25083,4917,0.6189453293730705,0.6901617202205134,-0.011672366459895889,0.05954402438754702,0.07121639084744291,0.07121639084744291,0.6306176958329663
qed,25,bit_25,7722,22278,0.6666296624790337,0.6181352285360396,0.03601196664606732,-0.012482467296926703,-0.04849443394299402,0.04849443394299402,0.6306176958329663
qed,26,bit_26,13075,16925,0.6235659410072062,0.636065358719041,-0.007051754825760148,0.005447662886074678,0.012499417711834826,0.012499417711834826,0.6306176958329663
qed,27,bit_27,9416,20584,0.6155808854957472,0.6374961745608742,-0.015036810337219153,0.006878478727907811,0.021915289065126964,0.021915289065126964,0.6306176958329663
qed,28,bit_28,3874,26126,0.658302772246948,0.6265125137910248,0.027685076413981657,-0.004105182041941546,-0.031790258455923204,0.031790258455923204,0.6306176958329663
qed,29,bit_29,11618,18382,0.6010365488011672,0.6493139076823539,-0.02958114703179915,0.018696211849387523,0.04827735888118667,0.04827735888118667,0.6306176958329663
qed,30,bit_30,6968,23032,0.6312282386023841,0.6304329849082831,0.0006105427694177434,-0.00018471092468319572,-0.0007952536941009392,0.0007952536941009392,0.6306176958329663
qed,31,bit_31,12637,17363,0.6707145359621295,0.6014347338614042,0.04009684012916315,-0.029182961971562116,-0.06927980210072526,0.06927980210072526,0.6306176958329663
qed,32,bit_32,15761,14239,0.605404566411211,0.6585258447771539,-0.025213129421755354,0.027908148944187583,0.05312127836594294,0.05312127836594294,0.6306176958329663
qed,33,bit_33,18283,11717,0.596231208288092,0.6842737640913038,-0.03438648754487439,0.053656068258337464,0.08804255580321185,0.08804255580321185,0.6306176958329663
qed,34,bit_34,6678,23322,0.6169145310080676,0.6345414474280557,-0.01370316482489875,0.0039237515950893975,0.017626916419988148,0.017626916419988148,0.6306176958329663
