target,model,n_train,n_test,r2,mae,rmse,metric,bit,bit_index,importance,importance_fraction
score_logp,LightGBM,,,,,,feature_importance,bit_63,63.0,4.0,0.0003333333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_64,64.0,153.0,0.01275
score_logp,LightGBM,,,,,,feature_importance,bit_65,65.0,111.0,0.00925
score_logp,LightGBM,,,,,,feature_importance,bit_66,66.0,81.0,0.00675
score_logp,LightGBM,,,,,,feature_importance,bit_67,67.0,59.0,0.004916666666666666
score_logp,LightGBM,,,,,,feature_importance,bit_68,68.0,47.0,0.003916666666666666
score_logp,LightGBM,,,,,,feature_importance,bit_69,69.0,103.0,0.008583333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_70,70.0,145.0,0.012083333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_71,71.0,128.0,0.010666666666666666
score_logp,LightGBM,,,,,,feature_importance,bit_72,72.0,124.0,0.010333333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_73,73.0,204.0,0.017
score_logp,LightGBM,,,,,,feature_importance,bit_74,74.0,107.0,0.008916666666666666
score_logp,LightGBM,,,,,,feature_importance,bit_75,75.0,61.0,0.005083333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_76,76.0,49.0,0.004083333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_77,77.0,34.0,0.0028333333333333335
score_logp,LightGBM,,,,,,feature_importance,bit_78,78.0,58.0,0.004833333333333334
score_logp,LightGBM,,,,,,feature_importance,bit_79,79.0,105.0,0.00875
score_logp,LightGBM,,,,,,feature_importance,bit_80,80.0,0.0,0.0
score_logp,LightGBM,,,,,,feature_importance,bit_81,81.0,163.0,0.013583333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_82,82.0,120.0,0.01
score_logp,LightGBM,,,,,,feature_importance,bit_83,83.0,258.0,0.0215
score_logp,LightGBM,,,,,,feature_importance,bit_84,84.0,43.0,0.0035833333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_85,85.0,180.0,0.015
score_logp,LightGBM,,,,,,feature_importance,bit_86,86.0,53.0,0.004416666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_87,87.0,50.0,0.004166666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_88,88.0,178.0,0.014833333333333334
score_logp,LightGBM,,,,,,feature_importance,bit_89,89.0,95.0,0.007916666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_90,90.0,148.0,0.012333333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_91,91.0,51.0,0.00425
score_logp,LightGBM,,,,,,feature_importance,bit_92,92.0,89.0,0.007416666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_93,93.0,56.0,0.004666666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_94,94.0,100.0,0.008333333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_95,95.0,113.0,0.009416666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_96,96.0,174.0,0.0145
score_logp,LightGBM,,,,,,feature_importance,bit_97,97.0,28.0,0.0023333333333333335
score_logp,LightGBM,,,,,,feature_importance,bit_98,98.0,187.0,0.015583333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_99,99.0,115.0,0.009583333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_100,100.0,20.0,0.0016666666666666668
score_logp,LightGBM,,,,,,feature_importance,bit_101,101.0,76.0,0.006333333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_102,102.0,81.0,0.00675
score_logp,LightGBM,,,,,,feature_importance,bit_103,103.0,116.0,0.009666666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_104,104.0,133.0,0.011083333333333334
score_logp,LightGBM,,,,,,feature_importance,bit_105,105.0,161.0,0.013416666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_106,106.0,109.0,0.009083333333333334
score_logp,LightGBM,,,,,,feature_importance,bit_107,107.0,120.0,0.01
score_logp,LightGBM,,,,,,feature_importance,bit_108,108.0,62.0,0.005166666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_109,109.0,81.0,0.00675
score_logp,LightGBM,,,,,,feature_importance,bit_110,110.0,87.0,0.00725
score_logp,LightGBM,,,,,,feature_importance,bit_111,111.0,109.0,0.009083333333333334
score_logp,LightGBM,,,,,,feature_importance,bit_112,112.0,107.0,0.008916666666666666
score_logp,LightGBM,,,,,,feature_importance,bit_113,113.0,68.0,0.005666666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_114,114.0,17.0,0.0014166666666666668
score_logp,LightGBM,,,,,,feature_importance,bit_115,115.0,100.0,0.008333333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_116,116.0,77.0,0.006416666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_117,117.0,150.0,0.0125
score_logp,LightGBM,,,,,,feature_importance,bit_118,118.0,48.0,0.004
score_logp,LightGBM,,,,,,feature_importance,bit_119,119.0,254.0,0.021166666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_120,120.0,60.0,0.005
score_logp,LightGBM,,,,,,feature_importance,bit_121,121.0,94.0,0.007833333333333333
score_logp,LightGBM,,,,,,feature_importance,bit_122,122.0,177.0,0.01475
score_logp,LightGBM,,,,,,feature_importance,bit_123,123.0,203.0,0.016916666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_124,124.0,68.0,0.005666666666666667
score_logp,LightGBM,,,,,,feature_importance,bit_125,125.0,27.0,0.00225
score_logp,LightGBM,,,,,,feature_importance,bit_126,126.0,72.0,0.006
score_logp,LightGBM,,,,,,feature_importance,bit_127,127.0,156.0,0.013
score_ro5,LightGBM,24000.0,6000.0,-2882303740042279.5,1.4901161138336505e-09,1.4901161138336503e-09,,,,,
score_ro5,LightGBM,,,,,,feature_importance,bit_0,0.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_1,1.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_2,2.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_3,3.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_4,4.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_5,5.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_6,6.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_7,7.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_8,8.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_9,9.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_10,10.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_11,11.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_12,12.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_13,13.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_14,14.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_15,15.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_16,16.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_17,17.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_18,18.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_19,19.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_20,20.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_21,21.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_22,22.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_23,23.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_24,24.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_25,25.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_26,26.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_27,27.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_28,28.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_29,29.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_30,30.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_31,31.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_32,32.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_33,33.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_34,34.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_35,35.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_36,36.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_37,37.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_38,38.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_39,39.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_40,40.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_41,41.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_42,42.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_43,43.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_44,44.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_45,45.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_46,46.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_47,47.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_48,48.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_49,49.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_50,50.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_51,51.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_52,52.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_53,53.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_54,54.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_55,55.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_56,56.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_57,57.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_58,58.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_59,59.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_60,60.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_61,61.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_62,62.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_63,63.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_64,64.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_65,65.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_66,66.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_67,67.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_68,68.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_69,69.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_70,70.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_71,71.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_72,72.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_73,73.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_74,74.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_75,75.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_76,76.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_77,77.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_78,78.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_79,79.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_80,80.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_81,81.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_82,82.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_83,83.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_84,84.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_85,85.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_86,86.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_87,87.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_88,88.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_89,89.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_90,90.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_91,91.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_92,92.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_93,93.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_94,94.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_95,95.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_96,96.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_97,97.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_98,98.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_99,99.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_100,100.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_101,101.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_102,102.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_103,103.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_104,104.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_105,105.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_106,106.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_107,107.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_108,108.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_109,109.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_110,110.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_111,111.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_112,112.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_113,113.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_114,114.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_115,115.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_116,116.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_117,117.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_118,118.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_119,119.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_120,120.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_121,121.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_122,122.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_123,123.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_124,124.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_125,125.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_126,126.0,0.0,0.0
score_ro5,LightGBM,,,,,,feature_importance,bit_127,127.0,0.0,0.0
