bit,bit_index,property,count0,count1,mean_if_0,mean_if_1,shift_1_minus_0,relative_shift_percent
bit_31,31,hbd,12637,17363,1.2477645010682916,0.6511547543627253,-0.5966097467055663,-47.81429077320041
bit_31,31,hba,12637,17363,2.524887235894595,2.0875424753786787,-0.4373447605159164,-17.32135813031509
bit_31,31,ro5,12637,17363,1.0,1.0,0.0,0.0
bit_31,31,official_property_contribution,12637,17363,0.6133942253576996,0.5557916476800852,-0.05760257767761445,-9.390792299034707
bit_84,84,qed,4747,25253,0.6883335262436662,0.6197684087399639,-0.06856511750370231,-9.96103122825818
bit_84,84,sa,4747,25253,4.868118679582851,4.48826922584501,-0.3798494537378412,-7.802797728226101
bit_84,84,logp,4747,25253,3.241353256793767,4.064962293192891,0.823609036399124,25.40941918850922
bit_84,84,mw,4747,25253,314.6387268075755,299.41870098242595,-15.220025825149548,-4.83730212729271
bit_84,84,tpsa,4747,25253,51.52947967137139,36.42012473765493,-15.10935493371646,-29.32176887885572
bit_84,84,nrb,4747,25253,4.503897198230462,4.8649269393735395,0.36102974114307784,8.01594097851352
bit_84,84,hbd,4747,25253,1.217611122814409,0.84322654734091,-0.3743845754734991,-30.7474667780744
bit_84,84,hba,4747,25253,2.5765746787444703,2.214469567972122,-0.3621051107723483,-14.053740175262345
bit_84,84,ro5,4747,25253,1.0,1.0,0.0,0.0
bit_84,84,official_property_contribution,4747,25253,0.6284615516579256,0.5709565682807743,-0.057504983377151264,-9.15011956188077
bit_56,56,qed,24634,5366,0.6164693183508368,0.6955694533608789,0.0791001350100421,12.831155201956973
bit_56,56,sa,24634,5366,4.473547632322953,4.891884039806228,0.4183364074832747,9.351334597638958
bit_56,56,logp,24634,5366,4.059035569132097,3.3635696030562823,-0.6954659660758145,-17.13377363245228
bit_56,56,mw,24634,5366,298.59727185594284,316.653987544813,18.056715688870156,6.047180396739041
bit_56,56,tpsa,24634,5366,36.350787529430875,50.10483600447262,13.754048475041742,37.837002744179834
bit_56,56,nrb,24634,5366,4.881139887959731,4.471114424152068,-0.4100254638076626,-8.400198994891934
bit_56,56,hbd,24634,5366,0.857879353738735,1.1071561684681326,0.24927681472939756,29.057327658373065
bit_56,56,hba,24634,5366,2.207842818868231,2.5652254938501677,0.3573826749819369,16.18696185832359
